t,x,y,mass,phi_center
0.0,79.75762207049003,79.99999737040623,394,0.5329999923706055
0.03,79.78816067246233,80.00001141571573,394,0.5330196022987366
0.06,79.81846272158957,80.00003218897535,394,0.5331539511680603
0.09,79.84849278593342,80.00006882548259,394,0.5335060954093933
0.12,79.87816662131331,80.00012119650582,394,0.5341678857803345
0.15,79.90726242783582,80.00016630877532,394,0.5352208018302917
0.18,79.93523729463983,80.00022384477991,394,0.5367365479469299
0.21,79.96051867248475,80.00026057989129,394,0.5387781858444214
0.24,79.98008788291571,80.00026366554958,394,0.5414010286331177
0.27,79.9916542917462,80.00022523309325,394,0.5446528196334839
0.3,79.99685197821034,80.00018803147091,394,0.5485745072364807
0.33,79.99885381247624,80.00017853878552,394,0.5532010793685913
0.36,79.99958959111433,80.00017965531801,394,0.5585616230964661
0.39,79.99986788079453,80.00018616730452,394,0.5646800994873047
0.42,79.9999900258068,80.00020249086735,394,0.5715757608413696
0.45,80.00004166280385,80.00020881855603,394,0.5792632699012756
0.48,80.00007352408056,80.00021803399333,394,0.5877535343170166
0.51,80.00010589251234,80.00023602206899,394,0.5970534682273865
0.54,80.00013361211968,80.00025149002384,394,0.6071670651435852
0.5700000000000001,80.00015933152544,80.00026461943362,394,0.6180948615074158
0.6,80.00020088195447,80.00029226320187,394,0.6298345327377319
0.63,80.0002365623016,80.00031216264655,394,0.642381489276886
0.66,80.00028361692335,80.00034141972021,394,0.6557283997535706
0.6900000000000001,80.00032980929055,80.00036798575996,394,0.6698656678199768
0.72,80.00037693016687,80.0003937686353,394,0.6847816109657288
0.75,80.00043732044438,80.00043147663668,394,0.7004627585411072
0.78,80.0005044405835,80.00047486370833,394,0.7168933749198914
0.81,80.00056463716726,80.00051063367933,394,0.7340565919876099
0.84,80.00063528028694,80.00055636295559,394,0.7519333958625793
0.87,80.00069989453196,80.00059565430274,394,0.770503580570221
0.9,80.00077365925277,80.00064383988459,394,0.7897453904151917
0.93,80.00084320403761,80.00068774398066,394,0.8096358776092529
0.96,80.00091924727145,80.00073815044604,394,0.8301507234573364
0.99,80.0010037702785,80.00079719566448,394,0.8512645363807678
1.02,80.00108245756185,80.00085049771685,394,0.872951090335846
1.05,80.00117557356447,80.00091868523027,394,0.8951828479766846
1.08,80.00125505674502,80.00097358205271,394,0.9179315567016602
1.11,80.00134246597928,80.00103680402445,394,0.9411677718162537
1.1400000000000001,80.00143368499894,80.00110430985657,394,0.9648618102073669
1.17,80.00152019520583,80.00116773838619,394,0.9889829158782959
1.2,80.00161037158787,80.00123529571977,394,1.0134996175765991
1.23,80.00169621204827,80.00129924449122,394,1.0383801460266113
1.26,80.00178886577937,80.00137063444303,394,1.0635919570922852
1.29,80.00187419491859,80.00143551785145,394,1.0891022682189941
1.32,80.00196552430793,80.00150727151386,394,1.1148773431777954
