D0:
step,t,mass,phi_center,cx,cy,phimax,psimaxabs,vmaxabs
670,0.25125000000000003,797,3.976609706878662,159.9999852649615,159.9999852649615,3.976609706878662,0.8005592823028564,5.636623859405518
680,0.255,797,3.976609706878662,159.99998155176783,159.99998155176783,3.976609706878662,0.8218088150024414,5.690952777862549
690,0.25875,797,3.976609706878662,159.99998557367752,159.99998557367752,3.976609706878662,0.8432607054710388,5.744561195373535
700,0.2625,797,3.976609706878662,159.99999005990114,159.99999005990114,3.976609706878662,0.8649120926856995,5.797454357147217
710,0.26625,797,3.976609706878662,159.99998069947037,159.99998069947037,3.976609706878662,0.8867602944374084,5.849634170532227
720,0.27,797,3.976609706878662,159.9999854178509,159.9999854178509,3.976609706878662,0.9088028073310852,5.9011054039001465
730,0.27375,797,3.976609706878662,159.99998077579338,159.99998077579338,3.976609706878662,0.9310369491577148,5.951871871948242
740,0.2775,797,3.976609706878662,159.9999756692812,159.9999756692812,3.976609706878662,0.9534599184989929,6.001936435699463
750,0.28125,797,3.976609706878662,159.99998626763428,159.99998626763428,3.976609706878662,0.9760693311691284,6.051302909851074
760,0.28500000000000003,797,3.976609706878662,159.9999793814886,159.9999793814886,3.976609706878662,0.9988623261451721,6.099974632263184
770,0.28875,797,3.976609706878662,159.99998054139817,159.99998054139817,3.976609706878662,1.021836519241333,6.147953987121582
780,0.2925,797,3.976609706878662,159.99999121820014,159.99999121820014,3.976609706878662,1.0449892282485962,6.195244312286377
790,0.29625,797,3.976609706878662,159.99998247450299,159.99998247450299,3.976609706878662,1.0683176517486572,6.241847991943359
800,0.3,797,3.976609706878662,159.9999933068086,159.9999933068086,3.976609706878662,1.0918195247650146,6.287768363952637
810,0.30375,797,3.976609706878662,159.99997813995654,159.99997813995654,3.976609706878662,1.1154922246932983,6.333006858825684
820,0.3075,797,3.976609706878662,159.99998038327385,159.99998038327385,3.976609706878662,1.139332890510559,6.377566337585449
830,0.31125,797,3.976609706878662,159.99998726992303,159.99998726992303,3.976609706878662,1.1633394956588745,6.421448707580566
840,0.315,797,3.976609706878662,159.9999878111485,159.9999878111485,3.976609706878662,1.1875091791152954,6.464656352996826
850,0.31875000000000003,797,3.976609706878662,159.99998796543804,159.99998796543804,3.976609706878662,1.2118396759033203,6.507191181182861
860,0.3225,797,3.976609706878662,159.99998092190316,159.99998092190316,3.976609706878662,1.236328125,6.549055576324463
870,0.32625,797,3.976609706878662,159.99998649382312,159.99998649382312,3.976609706878662,1.2609723806381226,6.590249538421631
880,0.33,797,3.976609706878662,159.9999881186749,159.9999881186749,3.976609706878662,1.2857697010040283,6.630776882171631
890,0.33375,797,3.976609706878662,159.99998324152423,159.99998324152423,3.976609706878662,1.3107175827026367,6.670640468597412
900,0.3375,797,3.976609706878662,159.99999655525212,159.99999655525212,3.976609706878662,1.3358135223388672,6.709839344024658
910,0.34125,797,3.976609706878662,159.99998858145184,159.99998858145184,3.976609706878662,1.3610551357269287,6.74837589263916
920,0.34500000000000003,797,3.976609706878662,159.99998254227896,159.99998254227896,3.976609706878662,1.3864399194717407,6.786252498626709
930,0.34875,797,3.976609706878662,159.99998416721994,159.99998416721994,3.976609706878662,1.4119653701782227,6.823469161987305
940,0.3525,797,3.976609706878662,159.99997897881158,159.99997897881158,3.976609706878662,1.4376288652420044,6.860028266906738
950,0.35625,797,3.976609706878662,159.99997913249533,159.99997913249533,3.976609706878662,1.4634283781051636,6.895930290222168
960,0.36,797,3.976609706878662,159.99998641017166,159.99998641017166,3.976609706878662,1.489361047744751,6.931177616119385
970,0.36375,797,3.976609706878662,159.99998927462516,159.99998927462516,3.976609706878662,1.5154244899749756,6.965770721435547
980,0.3675,797,3.976609706878662,159.9999919845171,159.9999919845171,3.976609706878662,1.5416163206100464,6.999711036682129
990,0.37125,797,3.976609706878662,159.99998741451006,159.99998741451006,3.976609706878662,1.5679341554641724,7.0329999923706055
1000,0.375,797,3.976609706878662,159.99998772350807,159.99998772350807,3.976609706878662,1.5943753719329834,7.065638065338135
1010,0.37875000000000003,797,3.976609706878662,159.99999089852093,159.99999089852093,3.976609706878662,1.6209375858306885,7.097626686096191
1020,0.3825,797,3.976609706878662,159.99998237677406,159.99998237677406,3.976609706878662,1.6476185321807861,7.128966808319092
1030,0.38625,797,3.976609706878662,159.99999601028333,159.99999601028333,3.976609706878662,1.6744157075881958,7.1596598625183105
1040,0.39,797,3.976609706878662,159.99998555075052,159.99998555075052,3.976609706878662,1.7013264894485474,7.189705848693848
1050,0.39375,797,3.976609706878662,159.99998587823842,159.99998587726992,3.976609706878662,1.728348731994629,7.219106674194336
1060,0.3975,797,3.976609706878662,159.9999853347377,159.9999853337691,3.976609706878662,1.7554800510406494,7.247862339019775
1070,0.40125,797,3.976609706878662,159.99997859162096,159.9999785906523,3.976609706878662,1.7827177047729492,7.275974273681641
1080,0.405,797,3.976609706878662,159.99999959239807,159.99999959142932,3.976609706878662,1.8100595474243164,7.303443431854248
1090,0.40875,797,3.976609706878662,159.999983393501,159.99998339253216,3.976609706878662,1.8375030755996704,7.330270767211914
1100,0.41250000000000003,797,3.976609706878662,159.9999883529218,159.9999883519529,3.976609706878662,1.8650456666946411,7.356456756591797
1110,0.41625,797,3.976609706878662,159.99998788678002,159.999987885811,3.976609706878662,1.8926855325698853,7.382002353668213
1120,0.42,797,3.976609706878662,159.99998780816296,159.9999878071939,3.976609706878662,1.9204195737838745,7.40690803527832
1130,0.42375,797,3.976609706878662,159.99999424236705,159.99999424139787,3.976609706878662,1.9482457637786865,7.4311747550964355
1140,0.4275,797,3.976609706878662,159.99999431936416,159.99999431839487,3.976609706878662,1.9761614799499512,7.454802989959717
1150,0.43125,797,3.976609706878662,159.9999832293184,159.999983228349,3.976609706878662,2.004164695739746,7.4777936935424805
1160,0.435,797,3.976609706878662,159.999986174806,159.99998617383653,3.976609706878662,2.032252788543701,7.500147819519043
1170,0.43875000000000003,797,3.976609706878662,159.99999090483584,159.99999090386626,3.976609706878662,2.0604231357574463,7.521864414215088
1180,0.4425,797,3.976609706878662,159.99998260362784,159.9999826026582,3.976609706878662,2.0886738300323486,7.542945384979248
1190,0.44625000000000004,797,3.976609706878662,159.9999881875952,159.99998818662542,3.976609706878662,2.117002248764038,7.563392162322998
1200,0.45,797,3.976609706878662,159.99999315202163,159.99999315105174,3.976609706878662,2.1454057693481445,7.5832037925720215
1210,0.45375,797,3.976609706878662,159.99998477069,159.99998476972002,3.976609706878662,2.1738831996917725,7.602381706237793
1220,0.4575,797,3.976609706878662,159.9999909774937,159.9999909765236,3.976609706878662,2.202430248260498,7.620926380157471
1230,0.46125,797,3.976609706878662,159.99998802704835,159.99998802607814,3.976609706878662,2.231045961380005,7.638837814331055
1240,0.465,797,3.976609706878662,159.9999811170091,159.99998111603878,3.976609706878662,2.2597274780273438,7.656116962432861
1250,0.46875,797,3.976609706878662,159.9999787080554,159.99997870708498,3.976609706878662,2.2884724140167236,7.672764778137207
1260,0.47250000000000003,797,3.976609706878662,159.999988799132,159.99998879816147,3.976609706878662,2.3172781467437744,7.688780307769775
1270,0.47625,797,3.976609706878662,159.99998514798983,159.99998514701915,3.976609706878662,2.3461430072784424,7.704164981842041
1280,0.48,797,3.976609706878662,159.99998778664263,159.99998778567183,3.976609706878662,2.3750643730163574,7.718919277191162
1290,0.48375,797,3.976609706878662,159.99998444505417,159.99998444408325,3.976609706878662,2.4040396213531494,7.733043670654297
1300,0.4875,797,3.976609706878662,159.99998203475013,159.99998203377908,3.976609706878662,2.4330663681030273,7.746538162231445
1310,0.49125,797,3.976609706878662,159.9999856839586,159.99998568298741,3.976609706878662,2.4621424674987793,7.759404182434082
1320,0.495,797,3.976609706878662,159.99998818627665,159.99998818700513,3.976609706878662,2.491265296936035,7.771641254425049
1330,0.49875,797,3.976609706878662,159.99998490275723,159.99998490178578,3.976609706878662,2.520432949066162,7.783249855041504
1340,0.5025000000000001,797,3.976609706878662,159.99999150746623,159.99999150649464,3.976609706878662,2.549643039703369,7.794230937957764
1350,0.50625,797,3.976609706878662,159.99998894080468,159.99998893983295,3.976609706878662,2.5788931846618652,7.804584503173828
1360,0.51,797,3.976609706878662,159.99998450731724,159.99998450634533,3.976609706878662,2.608180522918701,7.814311504364014
1370,0.51375,797,3.976609706878662,159.9999857297181,159.999985727045,3.976609706878662,2.637503147125244,7.823411464691162
1380,0.5175,797,3.976609706878662,159.99998419143367,159.99998419046148,3.976609706878662,2.666858673095703,7.83188533782959
1390,0.52125,797,3.976609706878662,159.99998411114134,159.999984110169,3.976609706878662,2.696244716644287,7.839733600616455
1400,0.525,797,3.976609706878662,159.99998659818638,159.99998659721388,3.976609706878662,2.725658655166626,7.846956253051758
1410,0.52875,797,3.976609706878662,159.99998939725532,159.99998939628267,3.976609706878662,2.755098819732666,7.853553771972656
1420,0.5325,797,3.976609706878662,159.99998058024292,159.99998057987813,3.976609706878662,2.7845618724823,7.859526634216309
1430,0.53625,797,3.976609706878662,159.999988770977,159.99998877000402,3.976609706878662,2.8140463829040527,7.864874839782715
1440,0.54,797,3.976609706878662,159.99998518782616,159.999985186853,3.976609706878662,2.8435494899749756,7.869599342346191
1450,0.5437500000000001,797,3.976609706878662,159.99998791054819,159.99998790957486,3.976609706878662,2.8730690479278564,7.8737006187438965
1460,0.5475,797,3.976609706878662,159.999983702877,159.9999837019035,3.976609706878662,2.9026029109954834,7.877179145812988
1470,0.55125,797,3.976609706878662,159.9999854136018,159.99998541262812,3.976609706878662,2.9321484565734863,7.880033493041992
1480,0.555,797,3.976609706878662,159.99998844935146,159.99998844837762,3.976609706878662,2.961703300476074,7.882266998291016
1490,0.55875,797,3.976609706878662,159.99998486274575,159.9999848617717,3.976609706878662,2.991265296936035,7.883876323699951
1500,0.5625,797,3.976609706878662,159.99998104093774,159.9999810399635,3.976609706878662,3.020832061767578,7.884865760803223
1510,0.56625,797,3.976609706878662,159.99998813098392,159.9999881300095,3.976609706878662,3.050400733947754,7.885233402252197
1520,0.5700000000000001,797,3.976609706878662,159.9999823567391,159.99998235576453,3.976609706878662,3.0799694061279297,7.884978294372559
1530,0.57375,797,3.976609706878662,159.99998512055762,159.9999851229946,3.976609706878662,3.109536647796631,7.884103298187256
1540,0.5775,797,3.976609706878662,159.99997845208335,159.99997845110838,3.976609706878662,3.13909912109375,7.882608413696289
1550,0.58125,797,3.976609706878662,159.99998851159876,159.99998851062355,3.976609706878662,3.168654680252075,7.880493640899658
1560,0.585,797,3.976609706878662,159.99998780695105,159.99998780597568,3.976609706878662,3.1982011795043945,7.877758979797363
1570,0.58875,797,3.976609706878662,159.99998507275032,159.99998507177474,3.976609706878662,3.227736234664917,7.874404430389404
1580,0.5925,797,3.976609706878662,159.99998928502458,159.9999892840488,3.976609706878662,3.2572572231292725,7.870433330535889
1590,0.5962500000000001,797,3.976609706878662,159.99999224977992,159.99999224880392,3.976609706878662,3.286761999130249,7.865843772888184
1600,0.6,797,3.976609706878662,159.99998842131492,159.9999884203387,3.976609706878662,3.3162484169006348,7.860634803771973
1610,0.60375,797,3.976609706878662,159.99998420056494,159.9999841995885,3.976609706878662,3.3457138538360596,7.8548102378845215
1620,0.6075,797,3.976609706878662,159.9999845876934,159.99998458671675,3.976609706878662,3.375156879425049,7.848367214202881
1630,0.61125,797,3.976609706878662,159.9999920865914,159.99999208561454,3.976609706878662,3.404573678970337,7.841307640075684
1640,0.615,797,3.976609706878662,159.99998372082143,159.99998371984435,3.976609706878662,3.433962821960449,7.833632469177246
1650,0.61875,797,3.976609706878662,159.9999827006232,159.9999826996459,3.976609706878662,3.463322162628174,7.82534122467041
1660,0.6225,797,3.976609706878662,159.99998629395483,159.99998629297727,3.976609706878662,3.4926488399505615,7.816434383392334
1670,0.62625,797,3.976609706878662,159.99998644713807,159.99998644616028,3.976609706878662,3.5219409465789795,7.806912899017334
1680,0.63,797,3.976609706878662,159.99999274233815,159.99999273793705,3.976609706878662,3.551196336746216,7.79677677154541
1690,0.63375,797,3.976609706878662,159.99998319274013,159.99998318833795,3.976609706878662,3.5804123878479004,7.786027431488037
1700,0.6375000000000001,797,3.976609706878662,159.9999791180227,159.99997911361945,3.976609706878662,3.609586715698242,7.774663925170898
1710,0.64125,797,3.976609706878662,159.9999878040798,159.99998779967547,3.976609706878662,3.6387171745300293,7.762687683105469
1720,0.645,797,3.976609706878662,159.99999046386284,159.99999045945736,3.976609706878662,3.667801856994629,7.750099182128906
1730,0.64875,797,3.976609706878662,159.99998858164446,159.9999885758914,3.976609706878662,3.696837902069092,7.736898899078369
1740,0.6525,797,3.976609706878662,159.99998389816602,159.99998389179927,3.976609706878662,3.725823163986206,7.723086833953857
1750,0.65625,797,3.976609706878662,159.99999455367347,159.99999454730508,3.976609706878662,3.7547552585601807,7.708663463592529
1760,0.66,797,3.976609706878662,159.9999925922098,159.9999925858397,3.976609706878662,3.7836318016052246,7.693630218505859
1770,0.6637500000000001,797,3.976609706878662,159.99998710069613,159.99998709432435,3.976609706878662,3.812450647354126,7.677987098693848
1780,0.6675,797,3.976609706878662,159.99998850918803,159.99998850281452,3.976609706878662,3.841209650039673,7.6617350578308105
1790,0.67125,797,3.976609706878662,159.99997744255506,159.99997743617982,3.976609706878662,3.869906425476074,7.644874572753906
1800,0.675,797,3.976609706878662,159.99998553855548,159.99998552984843,3.976609706878662,3.898538827896118,7.627405643463135
1810,0.67875,797,3.976609706878662,159.9999888137061,159.99998880732733,3.976609706878662,3.9271042346954346,7.609330177307129
1820,0.6825,797,3.976609706878662,159.99998684729977,159.9999868409192,3.976609706878662,3.955601215362549,7.590648174285889
1830,0.68625,797,3.976609706878662,159.99998346579667,159.99998345941427,3.976609706878662,3.9840266704559326,7.571360111236572
1840,0.6900000000000001,797,3.976609706878662,159.99999677952454,159.99999677657797,3.976609706878662,4.012378215789795,7.551466464996338
1850,0.69375,797,3.976609706878662,159.9999864036585,159.99998640071107,3.976609706878662,4.040654182434082,7.53096866607666
1860,0.6975,797,3.976609706878662,159.99998464887634,159.99998464629658,3.976609706878662,4.068851947784424,7.509867191314697
1870,0.70125,797,3.976609706878662,159.9999836219501,159.99998361936957,3.976609706878662,4.0969696044921875,7.488162040710449
1880,0.705,797,3.976609706878662,159.99998298770495,159.99998298512367,3.976609706878662,4.125003814697266,7.465855121612549
1890,0.70875,797,3.976609706878662,159.99998400555452,159.99998400297247,3.976609706878662,4.152953624725342,7.442946434020996
1900,0.7125,797,3.976609706878662,159.99998478783016,159.9999847852473,3.976609706878662,4.180816650390625,7.419436931610107
1910,0.71625,797,3.976609706878662,159.9999871453407,159.99998714275702,3.976609706878662,4.208590030670166,7.395327091217041
1920,0.72,797,3.976609706878662,159.99998131277817,159.99998131019373,3.976609706878662,4.236270427703857,7.3706183433532715
1930,0.72375,797,3.976609706878662,159.9999875312519,159.99998752866662,3.976609706878662,4.26386022567749,7.345311164855957
1940,0.7275,797,3.976609706878662,159.99997783317016,159.9999778305841,3.976609706878662,4.291351318359375,7.319406986236572
1950,0.7312500000000001,797,3.976609706878662,159.99999223309817,159.99999222989533,3.976609706878662,4.318744659423828,7.292906761169434
1960,0.735,797,3.976609706878662,159.99998909658188,159.99998909399415,3.976609706878662,4.3460373878479,7.265810489654541
1970,0.73875,797,3.976609706878662,159.9999807306501,159.9999807280615,3.976609706878662,4.373227119445801,7.238119602203369
1980,0.7425,797,3.976609706878662,159.9999874716645,159.99998746586908,3.976609706878662,4.4003119468688965,7.209834575653076
1990,0.74625,797,3.976609706878662,159.9999908415629,159.99999083798582,3.976609706878662,4.4272894859313965,7.180956840515137
2000,0.75,797,3.976609706878662,159.99998154139885,159.9999815374504,3.976609706878662,4.454156875610352,7.151487350463867
2010,0.75375,797,3.976609706878662,159.99998137718333,159.99998137323357,3.976609706878662,4.480913162231445,7.121427059173584
2020,0.7575000000000001,797,3.976609706878662,159.99999006330825,159.99999005935715,3.976609706878662,4.5075554847717285,7.090777397155762
2030,0.76125,797,3.976609706878662,159.99998893480358,159.99998892813377,3.976609706878662,4.534081935882568,7.059538841247559
2040,0.765,797,3.976609706878662,159.99998837743829,159.99998837076618,3.976609706878662,4.560489177703857,7.027712821960449
2050,0.76875,797,3.976609706878662,159.99999620471914,159.9999961980447,3.976609706878662,4.586776256561279,6.99530029296875
2060,0.7725,797,3.976609706878662,159.9999778447109,159.99997783803414,3.976609706878662,4.612940788269043,6.9623026847839355
2070,0.77625,797,3.976609706878662,159.9999835363938,159.99998352971468,3.976609706878662,4.638980865478516,6.928720474243164
2080,0.78,797,3.976609706878662,159.9999910534225,159.99999104674097,3.976609706878662,4.664893627166748,6.894555568695068
2090,0.7837500000000001,797,3.976609706878662,159.99998217788158,159.99998217119764,3.976609706878662,4.690676689147949,6.859808921813965
2100,0.7875,797,3.976609706878662,159.99998676766845,159.99998676098207,3.976609706878662,4.716328144073486,6.824481964111328
2110,0.79125,797,3.976609706878662,159.99998081720534,159.99998081051655,3.976609706878662,4.741846084594727,6.788574695587158
2120,0.795,797,3.976609706878662,159.99998255481765,159.99998254812638,3.976609706878662,4.767228126525879,6.752089977264404
2130,0.7987500000000001,797,3.976609706878662,159.99999270303795,159.99999269634415,3.976609706878662,4.7924723625183105,6.715028762817383
2140,0.8025,797,3.976609706878662,159.99999214475935,159.99999213806305,3.976609706878662,4.817575454711914,6.67739200592041
2150,0.80625,797,3.976609706878662,159.9999904745319,159.99999046783307,3.976609706878662,4.842535495758057,6.639183044433594
2160,0.81,797,3.976609706878662,159.99998340220907,159.99998339079193,3.976609706878662,4.867352485656738,6.600398540496826
2170,0.81375,797,3.976609706878662,159.99999078283562,159.9999907761317,3.976609706878662,4.892023086547852,6.561045169830322
2180,0.8175,797,3.976609706878662,159.99998219716252,159.999982190456,3.976609706878662,4.9165449142456055,6.521119594573975
2190,0.82125,797,3.976609706878662,159.99998982373697,159.99998981702782,3.976609706878662,4.940916061401367,6.480626583099365
2200,0.8250000000000001,821,3.976609706878662,159.99999252516386,159.9999925184528,3.976609706878662,4.9651336669921875,6.4395670890808105
2210,0.82875,821,3.976609706878662,159.9999796344312,159.99997962771837,3.976609706878662,4.98919677734375,6.397941589355469
2220,0.8325,821,3.976609706878662,159.9999865524227,159.999986545708,3.976609706878662,5.013102054595947,6.355751991271973
2230,0.83625,821,3.976609706878662,159.99999355382369,159.99999354710712,3.976609706878662,5.036848545074463,6.312999725341797
2240,0.84,821,3.976609706878662,159.999980413681,159.99998040696252,3.976609706878662,5.060433387756348,6.269687652587891
2250,0.84375,821,3.976609706878662,159.99998964739686,159.9999896406765,3.976609706878662,5.0838541984558105,6.225815773010254
2260,0.8475,821,3.976609706878662,159.99997617995112,159.99997617322882,3.976609706878662,5.107109546661377,6.181386470794678
2270,0.8512500000000001,821,3.976609706878662,159.9999891632929,159.9999891565687,3.976609706878662,5.130197525024414,6.1364006996154785
2280,0.855,821,3.976609706878662,159.99998278273821,159.99998277601205,3.976609706878662,5.153115272521973,6.090860843658447
2290,0.85875,821,3.976609706878662,159.99998893768748,159.99998893295285,3.976609706878662,5.17586088180542,6.044768333435059
2300,0.8625,821,3.976609706878662,159.9999979478095,159.99999794307348,3.976609706878662,5.198432445526123,5.998124599456787
2310,0.86625,837,3.976609706878662,159.99998701683322,159.99998701209603,3.976609706878662,5.220828056335449,5.950932025909424
2320,0.87,837,3.976609706878662,159.99998573707276,159.9999857323345,3.976609706878662,5.243045806884766,5.903192520141602
2330,0.87375,837,3.976609706878662,159.99999299749655,159.99999299275723,3.976609706878662,5.265083312988281,5.854907512664795
2340,0.8775000000000001,837,3.976609706878662,159.99999243701828,159.99999243227785,3.976609706878662,5.286938667297363,5.806078910827637
2350,0.88125,837,3.976609706878662,159.9999822933896,159.99998228864806,3.976609706878662,5.308609485626221,5.75670862197876
2360,0.885,837,3.976609706878662,159.99998420627398,159.99998420153136,3.976609706878662,5.330094814300537,5.706798076629639
