t,x,y,mass,phi_center
0.0,31.99999946832629,31.99999946832629,975.7842407226562,0.5329999923706055
0.01,31.999996403385296,31.999996403385296,975.78466796875,0.5330033898353577
0.02,31.99999835806843,31.99999835806843,975.785400390625,0.5330171585083008
0.03,32.00000034402354,32.00000034402354,975.7860107421875,0.5330452919006348
0.04,31.999999390140275,31.999999390140275,975.7863159179688,0.5330919027328491
0.05,32.00000184521741,32.00000184521741,975.785888671875,0.5331610441207886
0.06,32.00000029711161,32.00000029711161,975.7847900390625,0.5332561135292053
0.07,31.99999957778789,31.99999957778789,975.7827758789062,0.533380925655365
0.08,32.00000001563753,32.00000001563753,975.77978515625,0.5335389971733093
0.09,31.999999061744234,31.999999061744234,975.77587890625,0.5337334275245667
0.1,32.000001782695094,32.000001782695094,975.7708740234375,0.5339674949645996
0.11,32.00000006255108,32.00000006255108,975.7650146484375,0.5342444181442261
0.12,32.0,32.0,975.7581176757812,0.5345670580863953
0.13,31.999999671601856,31.999999671601856,975.750244140625,0.534938395023346
0.14,32.000001454347924,32.000001454347924,975.7413330078125,0.5353610515594482
0.15,31.999999311914525,31.999999311914525,975.7315673828125,0.5358377695083618
0.16,32.00000093830882,32.00000093830882,975.720703125,0.5363710522651672
0.17,31.999998842738552,31.999998842738552,975.708984375,0.5369633436203003
0.18,31.99999946827833,31.99999946827833,975.6962280273438,0.5376169681549072
0.19,31.999999906165442,31.999999906165442,975.6824951171875,0.5383341312408447
0.2,31.99999851426388,31.99999851426388,975.6678466796875,0.5391169786453247
0.21,32.00000068814152,32.00000068814152,975.652099609375,0.5399675965309143
0.22,32.00000004691954,32.00000004691954,975.6354370117188,0.5408880114555359
0.23,32.00000089148746,32.00000089148746,975.6177368164062,0.5418800115585327
0.24,31.9999998435957,31.9999998435957,975.5990600585938,0.5429453253746033
0.25,31.999998780021787,31.999998780021787,975.579345703125,0.5440857410430908
0.26,32.00000076641297,32.00000076641297,975.5584716796875,0.5453028082847595
0.27,32.000000281545766,32.000000281545766,975.53662109375,0.5465981960296631
0.28,31.999999170984637,31.999999170984637,975.513671875,0.5479732751846313
0.29,32.00000112623745,32.00000112623745,975.489501953125,0.5494295358657837
0.3,31.99999837317063,31.99999837317063,975.46435546875,0.5509681701660156
0.31,31.999999749711762,31.999999749711762,975.4378662109375,0.5525906085968018
0.32,31.999999389905128,31.999999389905128,975.4102172851562,0.5542979836463928
0.33,32.00000081348401,32.00000081348401,975.3812255859375,0.55609130859375
0.34,32.00000098559776,32.00000098559776,975.3509521484375,0.557971715927124
0.35000000000000003,32.00000007822458,32.00000007822458,975.3193359375,0.5599402785301208
0.36,32.00000039113617,32.00000039113617,975.2862548828125,0.5619978308677673
0.37,31.999999421097968,31.999999421097968,975.251708984375,0.5641453266143799
0.38,32.00000162724448,32.00000162724448,975.2155151367188,0.5663835406303406
0.39,32.00000161166034,32.00000161166034,975.177734375,0.5687131881713867
0.4,32.000000891925815,32.000000891925815,975.1382446289062,0.5711349844932556
0.41000000000000003,32.00000107974543,32.00000107974543,975.096923828125,0.5736496448516846
0.42,32.00000020343931,32.00000020343931,975.0537109375,0.5762578248977661
0.43,32.00000050079696,32.00000050079696,975.0084228515625,0.5789599418640137
0.44,31.99999859144014,31.99999859144014,974.9610595703125,0.581756591796875
0.45,31.999999718273653,31.999999718273653,974.9113159179688,0.5846480131149292
0.46,31.99999718258608,31.99999718258608,974.8592529296875,0.587634801864624
0.47000000000000003,31.99999989042774,31.99999989042774,974.804443359375,0.5907175540924072
0.48,32.00000036004437,32.00000036004437,974.7469482421875,0.5938963294029236
0.49,32.00000079840874,32.00000079840874,974.6865234375,0.5971713662147522
0.5,32.000002833753186,32.000002833753186,974.6229248046875,0.6005429625511169
0.51,32.00000147177385,32.00000147177385,974.5560913085938,0.6040113568305969
0.52,32.000002145187146,32.000002145187146,974.4856567382812,0.6075766086578369
0.53,32.00000068901765,32.00000068901765,974.4114990234375,0.6112388968467712
0.54,32.00000137814596,32.00000137814596,974.333251953125,0.6149982213973999
0.55,31.999998261509777,31.999998261509777,974.2508544921875,0.6188547015190125
0.56,31.999998966210754,31.999998966210754,974.163818359375,0.6228082776069641
0.5700000000000001,32.000000751917625,32.000000751917625,974.0719604492188,0.6268589496612549
0.58,32.00000036032969,32.00000036032969,973.97509765625,0.63100665807724
0.59,31.9999984645211,31.9999984645211,973.8729248046875,0.6352512240409851
0.6,31.99999904413687,31.999999047564657,973.7650756835938,0.6395926475524902
0.61,31.999999878789055,31.999999887114654,973.6513061523438,0.6440306305885315
0.62,31.99999934587005,31.999999354196678,973.5313720703125,0.6485649943351746
0.63,31.999998687406364,31.99999869573407,973.4049682617188,0.6531955003738403
0.64,32.00000069398896,32.000000702317806,973.271728515625,0.6579219698905945
0.65,32.00000249729934,32.00000250562939,973.1314697265625,0.6627439856529236
0.66,32.00000052168705,32.000000530018355,972.9840087890625,0.6676613688468933
0.67,32.00000221574675,32.00000222407938,972.828857421875,0.6726735830307007
0.68,31.99999758827777,31.999997596611802,972.6660766601562,0.6777803301811218
0.6900000000000001,32.00000050625902,32.000000514594525,972.4949951171875,0.6829813122749329
0.7000000000000001,32.000001008536266,32.0000010168733,972.315673828125,0.6882758736610413
0.71,31.999998057831,31.99999806616965,972.1279296875,0.6936637163162231
0.72,32.000000836241156,32.00000084458149,971.9312744140625,0.6991443634033203
0.73,32.00000285029881,32.000002862075895,971.7257080078125,0.704717218875885
0.74,31.999997746399895,31.999997758179575,971.51123046875,0.7103816270828247
0.75,31.999999568224244,31.999999580006637,971.2872314453125,0.7161372303962708
0.76,31.999999517051137,31.99999952539901,971.0538330078125,0.7219833731651306
0.77,32.000000742900895,32.00000075125085,970.810791015625,0.7279195189476013
0.78,31.999999611134427,31.999999619486562,970.5580444335938,0.733944833278656
0.79,32.00000090055482,32.00000090890921,970.2952880859375,0.7400587797164917
0.8,31.99999904462738,31.999999052984126,970.0225830078125,0.7462606430053711
0.81,31.999998902734205,31.99999891109339,969.7396240234375,0.7525497674942017
0.8200000000000001,32.00000091708318,32.0000009224937,969.4462890625,0.7589253187179565
0.8300000000000001,31.999999012270624,31.99999901768284,969.142578125,0.765386700630188
0.84,31.999997956717852,31.999997962131822,968.8282470703125,0.7719330191612244
0.85,32.00000165846247,32.000001663878265,968.5030517578125,0.7785634398460388
0.86,32.000001485672534,32.0000014910902,968.1671142578125,0.7852773070335388
0.87,32.00000025644613,32.000000261865736,967.8201904296875,0.792073667049408
0.88,31.999998647799572,31.99999865322119,967.462158203125,0.7989517450332642
0.89,31.99999983063304,31.999999836056727,967.0927734375,0.805910587310791
0.9,32.000000019976895,32.00000002540272,966.7120361328125,0.8129494786262512
0.91,32.000001488512844,32.00000149394087,966.3197021484375,0.8200673460960388
0.92,31.999999419698838,31.999999425129133,965.9158325195312,0.8272631168365479
0.93,31.99999950809969,31.99999951032213,965.5001220703125,0.8345362544059753
0.9400000000000001,31.999999381393504,31.99999938361693,965.072509765625,0.8418856263160706
0.9500000000000001,32.000001168572155,32.000001170796594,964.6328125,0.8493102192878723
0.96,31.999999808114037,31.999999810339517,964.1810913085938,0.8568090200424194
0.97,32.00000169218039,32.00000169440695,963.717041015625,0.8643810749053955
0.98,31.99999895250757,31.999998954735226,963.2407836914062,0.8720253705978394
0.99,32.00000029915249,32.00000030138128,962.751953125,0.879740834236145
1.0,31.999999776014295,31.99999977824424,962.2506713867188,0.887526273727417
1.01,32.00000118795699,32.00000119018813,961.7366943359375,0.8953807950019836
1.02,31.999997353165163,31.999997358622043,961.210205078125,0.9033032059669495
1.03,32.00000014717031,32.00000015263026,960.6707763671875,0.9112926125526428
1.04,32.000001959012465,32.00000196447555,960.1185302734375,0.9193477034568787
1.05,31.999999908812153,31.999999914278455,959.5535278320312,0.9274673461914062
1.06,31.999998715390866,31.99999872086046,958.9755859375,0.9356504082679749
